store_id,item_id,current_inventory,incoming_inventory,lead_time_days,ordering_cost,holding_rate
CA_1,HOBBIES_1_058,,,,50.0,0.2
CA_1,HOBBIES_1_253,,,,50.0,0.2
CA_1,HOBBIES_1_017,,,,50.0,0.2
CA_1,HOBBIES_1_296,,,,50.0,0.2
CA_1,HOBBIES_1_094,,,,50.0,0.2
CA_1,HOBBIES_1_243,,,,50.0,0.2
CA_1,HOBBIES_1_200,,,,50.0,0.2
CA_1,HOBBIES_1_038,,,,50.0,0.2
CA_1,HOBBIES_1_273,,,,50.0,0.2
CA_1,HOBBIES_1_275,,,,50.0,0.2
CA_1,HOBBIES_1_218,,,,50.0,0.2
CA_1,HOBBIES_1_185,,,,50.0,0.2
CA_1,HOBBIES_1_146,,,,50.0,0.2
CA_1,HOBBIES_1_049,,,,50.0,0.2
CA_1,HOBBIES_1_045,,,,50.0,0.2
CA_1,HOBBIES_1_067,,,,50.0,0.2
CA_1,HOBBIES_1_103,,,,50.0,0.2
CA_1,HOBBIES_1_220,,,,50.0,0.2
CA_1,HOBBIES_1_020,,,,50.0,0.2
CA_1,HOBBIES_1_032,,,,50.0,0.2
CA_1,HOBBIES_1_122,,,,50.0,0.2
CA_1,HOBBIES_1_156,,,,50.0,0.2
CA_1,HOBBIES_1_246,,,,50.0,0.2
CA_1,HOBBIES_1_231,,,,50.0,0.2
CA_1,HOBBIES_1_145,,,,50.0,0.2
CA_1,HOBBIES_1_117,,,,50.0,0.2
CA_1,HOBBIES_1_269,,,,50.0,0.2
CA_1,HOBBIES_1_184,,,,50.0,0.2
CA_1,HOBBIES_1_260,,,,50.0,0.2
CA_1,HOBBIES_1_003,,,,50.0,0.2
CA_1,HOBBIES_1_143,,,,50.0,0.2
CA_1,HOBBIES_1_128,,,,50.0,0.2
CA_1,HOBBIES_1_285,,,,50.0,0.2
CA_1,HOBBIES_1_197,,,,50.0,0.2
CA_1,HOBBIES_1_031,,,,50.0,0.2
CA_1,HOBBIES_1_007,,,,50.0,0.2
CA_1,HOBBIES_1_022,,,,50.0,0.2
CA_1,HOBBIES_1_018,,,,50.0,0.2
CA_1,HOBBIES_1_236,,,,50.0,0.2
CA_1,HOBBIES_1_073,,,,50.0,0.2
CA_1,HOBBIES_1_024,,,,50.0,0.2
CA_1,HOBBIES_1_292,,,,50.0,0.2
CA_1,HOBBIES_1_010,,,,50.0,0.2
CA_1,HOBBIES_1_233,,,,50.0,0.2
CA_1,HOBBIES_1_015,,,,50.0,0.2
CA_1,HOBBIES_1_163,,,,50.0,0.2
CA_1,HOBBIES_1_176,,,,50.0,0.2
CA_1,HOBBIES_1_214,,,,50.0,0.2
CA_1,HOBBIES_1_274,,,,50.0,0.2
CA_1,HOBBIES_1_150,,,,50.0,0.2
CA_1,HOBBIES_1_190,,,,50.0,0.2
CA_1,HOBBIES_1_072,,,,50.0,0.2
CA_1,HOBBIES_1_047,,,,50.0,0.2
CA_1,HOBBIES_1_303,,,,50.0,0.2
CA_1,HOBBIES_1_191,,,,50.0,0.2
CA_1,HOBBIES_1_265,,,,50.0,0.2
CA_1,HOBBIES_1_232,,,,50.0,0.2
CA_1,HOBBIES_1_075,,,,50.0,0.2
CA_1,HOBBIES_1_009,,,,50.0,0.2
CA_1,HOBBIES_1_183,,,,50.0,0.2
CA_1,HOBBIES_1_106,,,,50.0,0.2
CA_1,HOBBIES_1_014,,,,50.0,0.2
CA_1,HOBBIES_1_119,,,,50.0,0.2
CA_1,HOBBIES_1_238,,,,50.0,0.2
CA_1,HOBBIES_1_168,,,,50.0,0.2
CA_1,HOBBIES_1_034,,,,50.0,0.2
CA_1,HOBBIES_1_202,,,,50.0,0.2
CA_1,HOBBIES_1_272,,,,50.0,0.2
CA_1,HOBBIES_1_080,,,,50.0,0.2
CA_1,HOBBIES_1_105,,,,50.0,0.2
CA_1,HOBBIES_1_264,,,,50.0,0.2
CA_1,HOBBIES_1_091,,,,50.0,0.2
CA_1,HOBBIES_1_234,,,,50.0,0.2
CA_1,HOBBIES_1_165,,,,50.0,0.2
CA_1,HOBBIES_1_056,,,,50.0,0.2
CA_1,HOBBIES_1_095,,,,50.0,0.2
CA_1,HOBBIES_1_012,,,,50.0,0.2
CA_1,HOBBIES_1_212,,,,50.0,0.2
CA_1,HOBBIES_1_229,,,,50.0,0.2
CA_1,HOBBIES_1_290,,,,50.0,0.2
CA_1,HOBBIES_1_127,,,,50.0,0.2
CA_1,HOBBIES_1_053,,,,50.0,0.2
CA_1,HOBBIES_1_044,,,,50.0,0.2
CA_1,HOBBIES_1_066,,,,50.0,0.2
CA_1,HOBBIES_1_088,,,,50.0,0.2
CA_1,HOBBIES_1_271,,,,50.0,0.2
CA_1,HOBBIES_1_036,,,,50.0,0.2
CA_1,HOBBIES_1_248,,,,50.0,0.2
CA_1,HOBBIES_1_052,,,,50.0,0.2
CA_1,HOBBIES_1_051,,,,50.0,0.2
CA_1,HOBBIES_1_210,,,,50.0,0.2
CA_1,HOBBIES_1_205,,,,50.0,0.2
CA_1,HOBBIES_1_039,,,,50.0,0.2
CA_1,HOBBIES_1_114,,,,50.0,0.2
CA_1,HOBBIES_1_138,,,,50.0,0.2
CA_1,HOBBIES_1_252,,,,50.0,0.2
CA_1,HOBBIES_1_140,,,,50.0,0.2
CA_1,HOBBIES_1_161,,,,50.0,0.2
CA_1,HOBBIES_1_223,,,,50.0,0.2
CA_1,HOBBIES_1_142,,,,50.0,0.2
CA_1,HOBBIES_1_263,,,,50.0,0.2
CA_1,HOBBIES_1_070,,,,50.0,0.2
CA_1,HOBBIES_1_284,,,,50.0,0.2
CA_1,HOBBIES_1_245,,,,50.0,0.2
CA_1,HOBBIES_1_102,,,,50.0,0.2
CA_1,HOBBIES_1_289,,,,50.0,0.2
CA_1,HOBBIES_1_043,,,,50.0,0.2
CA_1,HOBBIES_1_063,,,,50.0,0.2
CA_1,HOBBIES_1_293,,,,50.0,0.2
CA_1,HOBBIES_1_111,,,,50.0,0.2
CA_1,HOBBIES_1_041,,,,50.0,0.2
CA_1,HOBBIES_1_199,,,,50.0,0.2
CA_1,HOBBIES_1_097,,,,50.0,0.2
CA_1,HOBBIES_1_224,,,,50.0,0.2
CA_1,HOBBIES_1_121,,,,50.0,0.2
CA_1,HOBBIES_1_136,,,,50.0,0.2
CA_1,HOBBIES_1_250,,,,50.0,0.2
CA_1,HOBBIES_1_006,,,,50.0,0.2
CA_1,HOBBIES_1_174,,,,50.0,0.2
CA_1,HOBBIES_1_171,,,,50.0,0.2
CA_1,HOBBIES_1_304,,,,50.0,0.2
CA_1,HOBBIES_1_305,,,,50.0,0.2
CA_1,HOBBIES_1_107,,,,50.0,0.2
CA_1,HOBBIES_1_065,,,,50.0,0.2
CA_1,HOBBIES_1_167,,,,50.0,0.2
CA_1,HOBBIES_1_294,,,,50.0,0.2
CA_1,HOBBIES_1_255,,,,50.0,0.2
CA_1,HOBBIES_1_230,,,,50.0,0.2
CA_1,HOBBIES_1_110,,,,50.0,0.2
CA_1,HOBBIES_1_082,,,,50.0,0.2
CA_1,HOBBIES_1_162,,,,50.0,0.2
CA_1,HOBBIES_1_002,,,,50.0,0.2
CA_1,HOBBIES_1_307,,,,50.0,0.2
CA_1,HOBBIES_1_217,,,,50.0,0.2
CA_1,HOBBIES_1_013,,,,50.0,0.2
CA_1,HOBBIES_1_221,,,,50.0,0.2
CA_1,HOBBIES_1_131,,,,50.0,0.2
CA_1,HOBBIES_1_192,,,,50.0,0.2
CA_1,HOBBIES_1_011,,,,50.0,0.2
CA_1,HOBBIES_1_054,,,,50.0,0.2
CA_1,HOBBIES_1_207,,,,50.0,0.2
CA_1,HOBBIES_1_267,,,,50.0,0.2
CA_1,HOBBIES_1_239,,,,50.0,0.2
CA_1,HOBBIES_1_277,,,,50.0,0.2
CA_1,HOBBIES_1_061,,,,50.0,0.2
CA_1,HOBBIES_1_112,,,,50.0,0.2
CA_1,HOBBIES_1_302,,,,50.0,0.2
CA_1,HOBBIES_1_216,,,,50.0,0.2
CA_1,HOBBIES_1_092,,,,50.0,0.2
CA_1,HOBBIES_1_035,,,,50.0,0.2
CA_1,HOBBIES_1_219,,,,50.0,0.2
CA_1,HOBBIES_1_181,,,,50.0,0.2
CA_1,HOBBIES_1_227,,,,50.0,0.2
CA_1,HOBBIES_1_175,,,,50.0,0.2
CA_1,HOBBIES_1_113,,,,50.0,0.2
CA_1,HOBBIES_1_299,,,,50.0,0.2
CA_1,HOBBIES_1_149,,,,50.0,0.2
CA_1,HOBBIES_1_259,,,,50.0,0.2
CA_1,HOBBIES_1_115,,,,50.0,0.2
CA_1,HOBBIES_1_062,,,,50.0,0.2
