store_id,item_id,forecast_total_28,forecast_avg_daily,forecast_max_daily,forecast_std_daily,annual_demand_estimate,historical_avg_daily,historical_std_daily,historical_zero_rate,historical_max_daily,demand_cv,dept_id,cat_id,state_id,current_sell_price,estimated_annual_revenue,revenue_cumulative_share,abc_class,xyz_class,abc_xyz_class,service_level,z_score,simulated_days_of_cover,current_inventory,incoming_inventory,lead_time_days,ordering_cost,holding_rate,inventory_source,lead_time_demand_forecast,lead_time_demand_std,safety_stock,reorder_point,inventory_position,stockout_probability,stockout_probability_pct,stockout_risk,annual_holding_cost_per_unit,eoq,review_period_demand,order_up_to_level,reorder_required,recommended_order_qty,days_of_cover,recommended_action,abc_weight,priority_score
CA_1,HOBBIES_1_109,19.088621993834202,0.6817364997797929,0.8704008538585022,0.10386608897788516,248.8338224196244,0.5222222222222223,0.6400101434901537,0.5555555555555556,2,1.2255489918022249,HOBBIES_1,HOBBIES,CA,6.12,1522.8629932081014,0.7576332054863802,A,Z,AZ,0.98,2.0537489106318225,7,5,0,10,50.0,0.2,SIMULATED,6.891482994294558,2.023889779040072,5.0,12.0,5,0.8249971062858592,82.49971062858592,HIGH,1.2240000000000002,143.0,4.772155498458551,17.0,True,143,7.334201216179311,URGENT REPLENISHMENT,3,91.7553162951738
CA_1,HOBBIES_1_288,219.567755718858,7.841705561387785,9.639000405243287,0.6587550368572864,2862.2225299065417,7.544444444444444,8.178020846683447,0.14444444444444443,36,1.0839790554394628,HOBBIES_1,HOBBIES,CA,0.57,1631.4668420467285,0.7367196144388782,A,Z,AZ,0.98,2.0537489106318225,3,24,0,6,50.0,0.2,SIMULATED,44.58472812725728,20.031978180218104,42.0,87.0,24,0.8479294297808668,84.79294297808669,HIGH,0.11399999999999999,1585.0,54.8919389297145,142.0,True,1585,3.0605582869135826,URGENT REPLENISHMENT,3,91.71555634124664
CA_1,HOBBIES_1_048,427.22700286280417,15.258107245100149,17.993096955147138,1.0146989141090392,5569.209144461554,15.322222222222223,12.311342881488114,0.03333333333333333,62,0.8034958571568551,HOBBIES_1,HOBBIES,CA,0.48,2673.220389341546,0.5703283623848642,A,Y,AY,0.98,2.0537489106318225,2,31,62,9,50.0,0.2,SIMULATED,138.54859482665063,36.93402864446434,76.0,215.0,93,0.8912572523973468,89.12572523973468,HIGH,0.096,2409.0,106.80675071570104,322.0,True,2409,6.095119952361406,URGENT REPLENISHMENT,3,91.51039371540935
CA_1,HOBBIES_1_144,23.43377590184539,0.8369205679230497,1.0827368143293974,0.11231391381309826,305.47600729191316,0.7888888888888889,0.8931001987703817,0.4666666666666667,3,1.1320974084586986,HOBBIES_1,HOBBIES,CA,11.28,3445.7693622527804,0.5008184012043281,A,Z,AZ,0.98,2.0537489106318225,3,3,0,6,50.0,0.2,SIMULATED,5.067876537022806,2.187639776165667,5.0,11.0,3,0.8277355419064991,82.77355419064992,HIGH,2.256,117.0,5.8584439754613475,17.0,True,117,3.584565286619347,URGENT REPLENISHMENT,3,90.98510659897693
CA_1,HOBBIES_1_257,4.511497159195073,0.1611248985426812,0.26374484337414517,0.050784277134765174,58.810587968078636,0.1111111111111111,0.38055088526982883,0.9111111111111111,2,3.424927143084172,HOBBIES_1,HOBBIES,CA,16.76,985.665454344998,0.8527163535511804,B,Z,BZ,0.95,1.6448536269514722,5,1,0,8,50.0,0.2,SIMULATED,1.4207482867576058,1.0763604462433594,2.0,4.0,1,0.6520640756274393,65.20640756274393,HIGH,3.3520000000000003,42.0,1.1278742897987684,6.0,True,42,6.206326909854945,URGENT REPLENISHMENT,2,89.12384453764636
CA_1,HOBBIES_1_103,86.99976126405863,3.1071343308592367,3.734001934491125,0.32532134793011963,1134.1040307636215,3.011111111111111,2.9849602201043646,0.24444444444444444,14,0.9913148730297204,HOBBIES_1,HOBBIES,CA,0.7,793.872821534535,0.8874377880156601,B,Y,BY,0.95,1.6448536269514722,3,10,0,8,50.0,0.2,SIMULATED,26.04942272167966,8.442742452831544,14.0,41.0,10,0.9713472042281452,97.13472042281452,HIGH,0.13999999999999999,901.0,21.74994031601466,63.0,True,901,3.21839860037079,URGENT REPLENISHMENT,2,88.19398098398592
CA_1,HOBBIES_1_187,22.418858362970425,0.8006735129632295,1.0698299064692613,0.11990214871316324,292.2458322315788,0.8666666666666667,1.5154633659323955,0.5888888888888889,9,1.7486095584494272,HOBBIES_1,HOBBIES,CA,7.0,2045.7208256210515,0.6636910552088313,A,Z,AZ,0.98,2.0537489106318225,6,5,0,8,50.0,0.2,SIMULATED,6.948023964202024,4.286377690762349,9.0,16.0,5,0.6752541976923679,67.52541976923679,HIGH,1.4000000000000001,145.0,5.604714590742606,22.0,True,145,6.2447348067761235,URGENT REPLENISHMENT,3,88.00134744603636
CA_1,HOBBIES_1_200,8.127712651133239,0.2902754518261871,0.4669741761542897,0.0902918759537465,105.95053991655828,0.4222222222222222,0.6700289743488087,0.6777777777777778,2,1.5869069702569858,HOBBIES_1,HOBBIES,CA,7.88,834.8902545424793,0.8720317913653313,B,Z,BZ,0.95,1.6448536269514722,2,1,0,7,50.0,0.2,SIMULATED,2.756671444910185,1.7727300373346238,3.0,6.0,1,0.8391428830568116,83.91428830568117,HIGH,1.576,82.0,2.0319281627833097,9.0,True,82,3.4449918128349735,URGENT REPLENISHMENT,2,86.21764268597856
CA_1,HOBBIES_1_166,57.07959815243389,2.038557076872639,2.5377060833024045,0.23875482450024121,744.0733330585132,2.111111111111111,1.8447888612445016,0.25555555555555554,9,0.8738469413988442,HOBBIES_1,HOBBIES,CA,9.98,7425.851863923962,0.25230390734175445,A,Y,AY,0.98,2.0537489106318225,3,7,0,5,50.0,0.2,SIMULATED,10.126906589801653,4.125073297877133,9.0,20.0,7,0.7757818395753675,77.57818395753675,HIGH,1.9960000000000002,194.0,14.269899538108472,35.0,True,194,3.4337996446678285,URGENT REPLENISHMENT,3,85.28537978851048
CA_1,HOBBIES_1_133,5.856071141668893,0.20914539791674616,0.4478667330865267,0.07770970268013483,76.33807023961235,0.022222222222222223,0.21081851067789195,0.9888888888888889,2,9.486406092230986,HOBBIES_1,HOBBIES,CA,12.88,983.2343446862071,0.8545848281794741,B,Z,BZ,0.95,1.6448536269514722,9,2,0,8,50.0,0.2,SIMULATED,2.1266008163688124,0.5962847939999439,1.0,4.0,2,0.5840697523006475,58.40697523006475,HIGH,2.5760000000000005,55.0,1.4640177854172232,6.0,True,55,9.562679634559759,URGENT REPLENISHMENT,2,85.04418513803884
CA_1,HOBBIES_1_297,49.120690117682734,1.754310361345812,2.208087917348303,0.2336455127081621,640.3232818912214,2.1555555555555554,1.7920618412728722,0.14444444444444443,7,0.8313685097494464,HOBBIES_1,HOBBIES,CA,14.72,9425.55870943878,0.2227184606936736,A,Y,AY,0.98,2.0537489106318225,7,13,0,9,50.0,0.2,SIMULATED,16.610453099372144,5.3761855238186165,12.0,29.0,13,0.7490693748015809,74.90693748015809,HIGH,2.9440000000000004,148.0,12.280172529420684,42.0,True,148,7.410315116483718,URGENT REPLENISHMENT,3,83.25784758558933
CA_1,HOBBIES_1_120,20.903042409546313,0.7465372289123683,0.9793005071968158,0.1126986128520051,272.48608855301444,0.9111111111111111,0.829842877295908,0.36666666666666664,3,0.9108021583467983,HOBBIES_1,HOBBIES,CA,10.98,2991.8972523120988,0.5490093211788032,A,Y,AY,0.98,2.0537489106318225,4,3,2,8,50.0,0.2,SIMULATED,6.2887147213807015,2.347150103421171,5.0,12.0,5,0.7085161794394699,70.85161794394699,HIGH,2.196,112.0,5.225760602386578,18.0,True,112,6.697580654756958,URGENT REPLENISHMENT,3,81.61899234983618
CA_1,HOBBIES_1_300,30.892321264823625,1.1032971880294151,1.479171824527556,0.15360036969214289,402.70347363073654,1.1888888888888889,1.2351995193830616,0.36666666666666664,5,1.0389519928859456,HOBBIES_1,HOBBIES,CA,8.98,3616.277193204014,0.48741870393143005,A,Z,AZ,0.98,2.0537489106318225,7,8,0,8,50.0,0.2,SIMULATED,9.649784271201788,3.493671825096509,8.0,18.0,8,0.6816153788874005,68.16153788874006,HIGH,1.7960000000000003,150.0,7.723080316205905,26.0,True,150,7.2509862581109505,URGENT REPLENISHMENT,3,81.28644266210348
CA_1,HOBBIES_1_136,4.392554504370927,0.15687694658467596,0.2597297550404074,0.04702678163525933,57.26008550340673,0.1,0.3368725961953803,0.9111111111111111,2,3.3686922750310524,HOBBIES_1,HOBBIES,CA,4.88,279.42921725662484,0.9842235349848059,C,Z,CZ,0.9,1.2815515655446004,3,1,0,9,50.0,0.2,SIMULATED,1.4286271868015943,1.010617788586141,2.0,4.0,1,0.6642622823119427,66.42622823119427,HIGH,0.976,77.0,1.0981386260927317,6.0,True,77,6.374382261946825,URGENT REPLENISHMENT,1,79.85573693871656
CA_1,HOBBIES_1_286,133.12766018755158,4.754559292412557,5.82367800391557,0.5016668450395138,1735.4141417305832,4.7555555555555555,7.10326892797753,0.28888888888888886,36,1.4936777315116399,HOBBIES_1,HOBBIES,CA,0.7,1214.789899211408,0.8014931236815198,B,Z,BZ,0.95,1.6448536269514722,5,24,0,8,50.0,0.2,SIMULATED,36.8928867124836,20.091078510258438,34.0,71.0,24,0.7394731429137253,73.94731429137254,HIGH,0.13999999999999999,1114.0,33.281915046887896,105.0,True,1114,5.047785394224527,URGENT REPLENISHMENT,2,79.30516588993991
CA_1,HOBBIES_1_017,35.399526729448525,1.2642688117660188,1.719322446659605,0.1776815650623353,461.45811629459683,1.2,1.59493580583016,0.5,6,1.3291120639317469,HOBBIES_1,HOBBIES,CA,1.98,913.6870702633017,0.8654678147460757,B,Z,BZ,0.95,1.6448536269514722,5,7,0,8,50.0,0.2,SIMULATED,10.279389737751472,4.5111596954389475,8.0,19.0,7,0.766371856230789,76.63718562307889,HIGH,0.396,342.0,8.849881682362131,28.0,True,342,5.5367928070843675,URGENT REPLENISHMENT,2,79.27343201316481
CA_1,HOBBIES_1_034,8.43503242281003,0.30125115795750107,0.4894511762870496,0.09774927977108414,109.95667265448789,0.6,0.8969361081049598,0.6111111111111112,4,1.4948910220232297,HOBBIES_1,HOBBIES,CA,4.86,534.3894291008112,0.9484282975844173,B,Z,BZ,0.95,1.6448536269514722,5,2,0,9,50.0,0.2,SIMULATED,3.6855607534959867,2.6908083243148795,5.0,9.0,2,0.7344783765497583,73.44783765497583,HIGH,0.9720000000000001,107.0,2.1087581057025075,12.0,True,107,6.638956592245054,URGENT REPLENISHMENT,2,79.0176128132178
CA_1,HOBBIES_1_201,24.63066980066392,0.87966677859514,1.124376774108351,0.12037261620201856,321.0783741872261,1.1666666666666667,1.97882044083809,0.4222222222222222,16,1.696130352606632,HOBBIES_1,HOBBIES,CA,5.98,1920.0486776396122,0.6862917682035343,A,Z,AZ,0.98,2.0537489106318225,4,4,2,7,50.0,0.2,SIMULATED,6.44858680031032,5.2354667757087885,11.0,18.0,6,0.5341405109072225,53.414051090722246,HIGH,1.1960000000000002,164.0,6.15766745016598,25.0,True,164,6.820756819787362,URGENT REPLENISHMENT,3,79.00973418049966
CA_1,HOBBIES_1_253,5.967369922098449,0.21312035436065888,0.32249890419773,0.053160396503564744,77.78892934164048,0.43333333333333335,0.8617984852698938,0.6888888888888889,6,1.9887611457894185,HOBBIES_1,HOBBIES,CA,11.98,931.9113735128531,0.8637315032368068,B,Z,BZ,0.95,1.6448536269514722,4,1,0,9,50.0,0.2,SIMULATED,1.9984612904081738,2.585395455809681,5.0,7.0,1,0.6503230829667921,65.0323082966792,HIGH,2.3960000000000004,57.0,1.4918424805246122,9.0,True,57,4.692162373873291,URGENT REPLENISHMENT,2,78.9069964359017
CA_1,HOBBIES_1_281,19.95393116992286,0.7126403989258164,0.9418678496500688,0.11000956356932531,260.113745607923,0.8,0.9738144621751996,0.4666666666666667,5,1.2172665561358043,HOBBIES_1,HOBBIES,CA,4.24,1102.8822813775937,0.8209771184305641,B,Z,BZ,0.95,1.6448536269514722,3,3,0,7,50.0,0.2,SIMULATED,4.954203675257547,2.576470890033694,5.0,10.0,3,0.7759183954697074,77.59183954697075,HIGH,0.8480000000000001,176.0,4.988482792480715,15.0,True,176,4.209690883131377,URGENT REPLENISHMENT,2,78.72776928954049
CA_1,HOBBIES_1_077,9.25111772679648,0.33039706167130284,0.6451975795870794,0.11488528508876655,120.59492751002554,0.4777777777777778,0.7224766669810763,0.6444444444444445,3,1.5121573007939486,HOBBIES_1,HOBBIES,CA,9.46,1140.8280142448418,0.8104011851595152,B,Z,BZ,0.95,1.6448536269514722,8,3,0,10,50.0,0.2,SIMULATED,4.350458212926766,2.2846718239871673,4.0,9.0,3,0.7227716328437308,72.27716328437307,HIGH,1.8920000000000003,80.0,2.31277943169912,12.0,True,80,9.079956416283569,URGENT REPLENISHMENT,2,78.48787097856334
CA_1,HOBBIES_1_049,7.807507671079681,0.27883955968141716,0.46168851870946215,0.08775576290090409,101.77643928371727,0.5555555555555556,0.7511954683771473,0.5555555555555556,4,1.3521494092099284,HOBBIES_1,HOBBIES,CA,7.88,801.998341555692,0.8828995467409126,B,Z,BZ,0.95,1.6448536269514722,5,2,0,10,50.0,0.2,SIMULATED,3.5520051043185132,2.3754886480687754,4.0,8.0,2,0.7432318993720941,74.3231899372094,HIGH,1.576,81.0,1.95187691776992,10.0,True,81,7.172557687751932,URGENT REPLENISHMENT,2,78.11540805442493
CA_1,HOBBIES_1_180,10.187387218896228,0.36383525781772247,0.6232416059352218,0.11180569673933735,132.7998691034687,0.4666666666666667,0.6902206128347824,0.6333333333333333,3,1.4790410009866746,HOBBIES_1,HOBBIES,CA,19.98,2653.3413846873045,0.5905594122667224,A,Z,AZ,0.98,2.0537489106318225,10,4,0,10,50.0,0.2,SIMULATED,4.297564177768903,2.182669224555161,5.0,10.0,4,0.5542199554333826,55.42199554333826,HIGH,3.9960000000000004,58.0,2.546846804724057,13.0,True,58,10.993956523167494,URGENT REPLENISHMENT,3,78.04360733586971
CA_1,HOBBIES_1_053,7.8004613155078815,0.2785879041252815,0.47251962383836466,0.08425759793369851,101.68458500572775,0.1111111111111111,0.6778094996772206,0.9555555555555556,6,6.100230595019631,HOBBIES_1,HOBBIES,CA,3.97,403.6878024727392,0.9621227741261921,C,Z,CZ,0.9,1.2815515655446004,7,2,0,8,50.0,0.2,SIMULATED,2.649680279564073,1.9171347742976947,3.0,6.0,2,0.6326502578500834,63.26502578500835,HIGH,0.794,114.0,1.9501153288769706,8.0,True,114,7.179036818711917,URGENT REPLENISHMENT,1,77.959015471005
CA_1,HOBBIES_1_098,19.784206614253605,0.7065788076519145,0.897144400791015,0.10019534491608519,257.9012647929488,0.6333333333333333,0.7562473883323831,0.5111111111111111,3,1.1940729383043867,HOBBIES_1,HOBBIES,CA,13.98,3605.459681805424,0.4942702851187612,A,Z,AZ,0.98,2.0537489106318225,4,3,0,5,50.0,0.2,SIMULATED,3.4205586379942505,1.69102056811789,4.0,8.0,3,0.598203992493924,59.820399249392395,HIGH,2.7960000000000003,97.0,4.946051653563401,13.0,True,97,4.2458048864565106,URGENT REPLENISHMENT,3,77.83296893267931
CA_1,HOBBIES_1_100,22.203029040673925,0.7929653228812116,1.0251598590159163,0.12320884825793685,289.4323428516422,0.7222222222222222,0.8997849652946457,0.5111111111111111,4,1.2458543807634437,HOBBIES_1,HOBBIES,CA,11.28,3264.7968273665238,0.5198001846083758,A,Z,AZ,0.98,2.0537489106318225,2,2,4,8,50.0,0.2,SIMULATED,6.515357710174326,2.5449762022781854,6.0,13.0,6,0.5802370752815291,58.02370752815291,HIGH,2.256,114.0,5.550757260168481,19.0,True,114,7.5665256226761795,URGENT REPLENISHMENT,3,77.2727683245262
CA_1,HOBBIES_1_188,5.773738101197312,0.20620493218561828,0.326168451802723,0.05810983202575802,75.26480024775067,0.2222222222222222,0.4687486995404349,0.8,2,2.109359655813506,HOBBIES_1,HOBBIES,CA,12.88,969.4106271910287,0.8601486462547661,B,Z,BZ,0.95,1.6448536269514722,7,2,0,10,50.0,0.2,SIMULATED,2.360207633458561,1.4823135407896972,3.0,6.0,2,0.5959987235688342,59.599872356883424,HIGH,2.5760000000000005,55.0,1.443434525299328,8.0,True,55,9.699042014948825,URGENT REPLENISHMENT,2,76.8535199722651
CA_1,HOBBIES_1_184,4.435398505796822,0.15840708949274365,0.27041486161269934,0.04912826282570031,57.818587664851435,0.1111111111111111,0.31603030875998483,0.8888888888888888,1,2.844247180615238,HOBBIES_1,HOBBIES,CA,12.68,733.1396915903161,0.9032184885406028,B,Z,BZ,0.95,1.6448536269514722,4,1,0,6,50.0,0.2,SIMULATED,0.9343247566550043,0.7741129997161835,2.0,3.0,1,0.46619455495456963,46.61945549545696,MEDIUM,2.536,48.0,1.1088496264492056,5.0,True,48,6.3128089177908295,REVIEW AND REORDER,2,76.41414510342656
CA_1,HOBBIES_1_266,29.108495161755243,1.03958911291983,1.3190501341152838,0.14148447492486607,379.450026215738,0.5777777777777777,1.0911057969669031,0.7,5,1.8884490724347072,HOBBIES_1,HOBBIES,CA,4.86,1844.1271274084868,0.7005291237890823,A,Z,AZ,0.98,2.0537489106318225,8,9,0,8,50.0,0.2,SIMULATED,8.659175745993565,3.0861132321089983,7.0,16.0,9,0.45603099850241224,45.60309985024122,MEDIUM,0.9720000000000001,198.0,7.27712379043881,24.0,True,198,8.657258171417462,REVIEW AND REORDER,3,76.2463506344918
CA_1,HOBBIES_1_284,5.0444914281004944,0.18016040814644624,0.2691679846926667,0.04821839332404599,65.75854897345287,0.2111111111111111,0.46190724406783995,0.8111111111111111,2,2.1879713183519445,HOBBIES_1,HOBBIES,CA,4.88,320.90171899045004,0.9767047468382348,C,Z,CZ,0.9,1.2815515655446004,3,1,0,10,50.0,0.2,SIMULATED,1.9147403918973347,1.4606789589856735,2.0,4.0,1,0.7344223104936516,73.44223104936516,HIGH,0.976,83.0,1.2611228570251236,6.0,True,83,5.550578285817674,URGENT REPLENISHMENT,1,75.94505181313853
CA_1,HOBBIES_1_305,7.147102731859391,0.25525366899497826,0.4152411712862717,0.0731820801194771,93.16758918316707,0.24444444444444444,0.48136302521843194,0.7777777777777778,2,1.9692043200577305,HOBBIES_1,HOBBIES,CA,2.87,267.3909809556895,0.9873222084237987,C,Z,CZ,0.9,1.2815515655446004,4,2,0,10,50.0,0.2,SIMULATED,3.113081917544377,1.5222035410793155,2.0,6.0,2,0.7676808656518499,76.76808656518499,HIGH,0.5740000000000001,128.0,1.7867756829648478,8.0,True,128,7.835312113485169,URGENT REPLENISHMENT,1,75.7528951396883
CA_1,HOBBIES_1_073,9.247251585616793,0.33025898520059976,0.6251278310551213,0.11502661078200954,120.54452959821892,0.4666666666666667,0.6395222936262221,0.6111111111111112,2,1.3704019783376653,HOBBIES_1,HOBBIES,CA,5.47,659.3785769022575,0.9189375228657815,B,Z,BZ,0.95,1.6448536269514722,8,3,0,9,50.0,0.2,SIMULATED,3.997352512847921,1.9185668808786664,4.0,8.0,3,0.6984133061175885,69.84133061175885,HIGH,1.094,105.0,2.311812896404198,11.0,True,105,9.083752602295435,URGENT REPLENISHMENT,2,75.60881815043196
CA_1,HOBBIES_1_060,7.137141025371822,0.25489789376327937,0.3682279441533267,0.06039762686893824,93.03773122359696,0.4111111111111111,0.7479476705309565,0.7222222222222222,3,1.819327746169971,HOBBIES_1,HOBBIES,CA,29.96,2787.410427458965,0.5652483481437867,A,Z,AZ,0.98,2.0537489106318225,6,2,0,6,50.0,0.2,SIMULATED,1.7959425395120323,1.8320901471041495,4.0,6.0,2,0.4556576696914414,45.565766969144136,MEDIUM,5.992000000000001,40.0,1.7842852563429557,8.0,True,40,7.846248253463858,REVIEW AND REORDER,3,75.5327376431862
CA_1,HOBBIES_1_075,6.195074078903408,0.22125264567512173,0.35225929584603444,0.06499408340930565,80.75721567141943,0.4,0.683678089700905,0.7,3,1.7091909512748844,HOBBIES_1,HOBBIES,CA,7.0,565.300509699936,0.9401133962702614,B,Z,BZ,0.95,1.6448536269514722,3,1,0,6,50.0,0.2,SIMULATED,1.5917621875367527,1.6746624680879643,3.0,5.0,1,0.6380914891810037,63.80914891810037,HIGH,1.4000000000000001,76.0,1.548768519725852,7.0,True,76,4.519699537373283,URGENT REPLENISHMENT,2,75.37739886360906
CA_1,HOBBIES_1_251,8.641520444334502,0.3086257301548036,0.6156811932424581,0.1128397481126841,112.64839150650332,0.4666666666666667,0.7525238433640893,0.6555555555555556,3,1.6125476374638255,HOBBIES_1,HOBBIES,CA,15.83,1783.2240375479475,0.7108178815586431,A,Z,AZ,0.98,2.0537489106318225,9,3,0,7,50.0,0.2,SIMULATED,2.904224501305039,1.990990945187904,5.0,8.0,3,0.4808165050024158,48.08165050024158,MEDIUM,3.1660000000000004,60.0,2.1603801110836254,11.0,True,60,9.720480136296798,REVIEW AND REORDER,3,74.9744666747832
CA_1,HOBBIES_1_030,170.64431871222175,6.094439954007919,7.27537396384896,0.5717299358348714,2224.4705832128907,6.177777777777778,6.921027685230378,0.3111111111111111,31,1.120310055472714,HOBBIES_1,HOBBIES,CA,0.7,1557.1294082490233,0.7488920053201689,A,Z,AZ,0.98,2.0537489106318225,7,43,13,10,50.0,0.2,SIMULATED,59.21812008049787,21.886211234410894,45.0,105.0,56,0.5584492635381224,55.84492635381224,HIGH,0.13999999999999999,1261.0,42.66107967805544,148.0,True,1261,9.188701707442489,URGENT REPLENISHMENT,3,74.71005636701449
