item_id,mean,std,sum,coefficient_of_variation
HOBBIES_1_108,1.0834621329211747,1.285221135945813,2103,1.1862169400241669
HOBBIES_1_178,8.229263266357547,9.723204730444563,15973,1.1815401228193136
HOBBIES_1_256,8.062339000515198,9.484046750922282,15649,1.1763393663199022
HOBBIES_1_237,0.9304482225656878,1.0806666780724135,1806,1.1614474098220124
HOBBIES_1_200,0.885593220338983,1.0197575065781836,1254,1.1514965146050304
HOBBIES_1_004,1.7507869884575027,1.9911383493508945,3337,1.1372818980709634
HOBBIES_1_050,0.9330242143225141,1.0584206157897855,1811,1.1343977996951815
HOBBIES_1_086,1.0592478104070067,1.1996963752058523,2056,1.1325927355421008
HOBBIES_1_144,0.9191138588356518,1.0340344557055061,1784,1.125034124733401
HOBBIES_1_254,7.833075734157651,8.80996145824758,15204,1.1247129170256873
HOBBIES_1_249,0.9361154044307058,1.0507921190209806,1817,1.1225027534505907
HOBBIES_1_300,1.3348789283874292,1.4940308544661967,2591,1.1192257385252364
HOBBIES_1_123,0.9491371480472298,1.0587950614176505,1045,1.115534318297448
HOBBIES_1_129,0.8601845280340668,0.9532600880508302,1212,1.1082041782703131
HOBBIES_1_164,1.0030911901081916,1.1113244287830513,1947,1.1078997001889588
HOBBIES_1_166,1.3688760806916427,1.5130138295361384,1900,1.105296418629558
HOBBIES_1_014,1.4512485136741975,1.5994686763025723,2441,1.102132860934423
HOBBIES_1_194,1.6032972694487377,1.7651463677921024,3112,1.1009476542045216
HOBBIES_1_037,0.9537459283387623,1.0464181038438631,1464,1.097166522814433
HOBBIES_1_126,0.9275,1.0153977253647186,742,1.0947684370509096
HOBBIES_1_081,1.0594900849858357,1.1301220824386187,1122,1.06666602968137
HOBBIES_1_153,1.5037220843672456,1.6020970249649331,2424,1.0654209588463168
HOBBIES_1_179,1.1208285385500576,1.1916583044755307,1948,1.06319411354131
HOBBIES_1_078,1.9361154044307058,2.0372912972802704,3758,1.0522571601971806
HOBBIES_1_242,1.9917568263781555,2.0909559927259393,3866,1.049804858220654
HOBBIES_1_236,4.192733017377567,4.3639400148167455,7962,1.0408342235791257
HOBBIES_1_154,1.471264367816092,1.5230588336788637,2176,1.0352040510161027
HOBBIES_1_228,1.0710571923743502,1.1049703695286992,1854,1.0316632738156302
HOBBIES_1_055,1.6893353941267388,1.7420910001824563,3279,1.0312286158445099
HOBBIES_1_029,1.4703760947964966,1.4949307168462749,2854,1.0166995519967132
HOBBIES_1_258,1.4033092037228543,1.4206770354505194,2714,1.0123763399267887
HOBBIES_1_201,1.2843894899536321,1.299686124191243,2493,1.0119096538528691
HOBBIES_1_085,1.3746246246246245,1.385787663124099,1831,1.0081207904321683
HOBBIES_1_074,1.8871951219512195,1.870768537859738,3095,0.9912957680419937
HOBBIES_1_089,1.6172076249356002,1.595836280993649,3139,0.9867850338989081
HOBBIES_1_206,1.3446601941747574,1.3252242883107184,831,0.9855458606209674
HOBBIES_1_064,1.5124095139607032,1.4462614221583363,2925,0.9562631078475974
HOBBIES_1_147,4.721548238012709,3.7400956875275977,8173,0.7921333213153398
HOBBIES_1_134,4.773830669034932,3.6685550020496613,8063,0.7684719581374028
HOBBIES_1_148,1.9834782608695651,1.44305487989374,2281,0.727537532607541
HOBBIES_1_155,2.814638783269962,1.981084327338036,2961,0.7038502912393158
